Meter_Hours,Latitude,Longitude,Pay By Cell Number
2 HR Pas Mon-Sat 0830-1900,40.5903712284325,-73.9740484341831,309531
2 HR Pas Mon-Sat 0900-1900,40.7096538884967,-73.8454668799854,463677
2 HR Pas Mon-Sat 0900-1900,40.7078749084699,-73.7873295194728,422331
2 HR Pas Mon-Sat 0900-1900,40.5964110532801,-73.9764167337203,326227
2 HR Pas Mon-Sat 0900-1900,40.6153445123009,-73.9445508412487,302287
6HR Pas Mon-Fri 0800-2200,40.810942421157,-73.9615512377828,114625
2 HR Pas Mon-Sat 0800-1900,40.6360075282626,-74.0127067224706,310662
2 HR Pas Mon-Sat 0900-1900,40.8506007462049,-73.9332495597148,108737
3HR Pas Mon-Sat 0900-2200,40.7204362082117,-73.8453732433698,400997
2 HR Pas Mon-Sat 0830-1900,40.7015792429271,-73.8846384154056,401429
2HR Pas Mon-Fri 1000-1400 / Sat 0900-1900,40.7768742663818,-73.9526173253318,112127
3HR Com Mon-Fri 0800-1900,40.7392798001593,-73.9919605621706,104253
2 HR Pas Mon-Sat 0900-1900,40.5988768304569,-73.961106850611,309713
2 HR Pas Mon-Sat 0830-1900,40.8799383089376,-73.9069605091923,207314
2 HR Pas Mon-Sat 0800-1900,40.7493057050628,-73.890811852838,468537
2 HR Pas Mon-Sat 0800-1900,40.8495954079881,-73.9170140833551,214512
2HR Pas Mon-Sat 0800-2200,40.7861632968611,-73.9780506994618,112035
2 HR Pas Mon-Sat 0900-1900,40.7633662192074,-73.9219750087472,423485
2 HR Pas Mon-Sat 0900-1900,40.7358050516209,-73.8653111250041,462766
2 HR Pas Mon-Sat 0900-1900,40.6086811709832,-73.9734796402286,311308
2 HR Pas Mon-Sat 0900-1800,40.6310373434332,-74.1028066016857,513409
2 HR Pas Mon-Sat 0830-1900,40.727686069538,-73.8638031911024,468925
2 HR Pas Mon-Sat 0900-1900,40.6666081263149,-73.9880726812442,300955
3HR Com Mon-Fri 0800-1900,40.7425397094964,-73.9938902922562,102414
2 HR Pas Mon-Sat 0800-1900,40.7126801547682,-73.8777156958285,463758
2 HR Pas Mon-Sat 0900-1900,40.6803591582865,-73.8417673567487,454993
2HR Pas Mon-Sat 0900-1900,40.7781299832052,-73.9827335267721,114499
2 HR Pas Mon-Sat 0900-1900,40.718136961441,-73.7370308289229,408202
2 HR Pas Mon-Sat 0900-1900,40.7467227453008,-73.890369419655,468636
2 HR Pas Mon-Sat 0900-1900,40.826513480582,-73.8221720764027,222039
2 HR Pas Mon-Sat 0900-1900,40.7465270648469,-73.8950855486615,406565
2 HR Pas Mon-Sat 0900-1900,40.8031512425264,-73.9490207784986,110999
2 HR Pas Mon-Sat 0830-1900,40.8505435721466,-73.9354312453624,113704
3HR Com Mon-Sat 0700-1900 /5HR Pas Mon-Sat 1900-2400,40.7532140141876,-73.9928565581838,106403
2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,40.6711762260647,-73.8431421254701,445641
2HR Pas Mon-Sat 0900-1900,40.7680180776572,-73.9623993803697,106753
2 HR Pas Mon-Sat 0900-1900,40.8025946260079,-73.9642555465058,111394
2 HR Pas Mon-Sat 0900-1900,40.6189988077119,-73.9297344908221,319181
2 HR Pas Mon-Sat 0800-1900,40.6361052965739,-73.8993943514728,327749
2 HR Pas Mon-Sat 0900-1900,40.711584368878,-73.8565332947017,462757
2 HR Pas Mon-Sat 0900-1900,40.8423607689695,-73.8437657228242,211206
2 HR Pas Mon-Sat 0900-1900,40.709743277292,-73.8984983228423,400712
2 HR Pas Mon-Sat 0900-1900,40.764795720773,-73.9164022734849,424829
3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,40.7314145665782,-73.9857386115368,104920
2HR Pas Mon-Sat 0900-1900,40.7160300881765,-73.9914510110329,103341
2 HR Pas Mon-Sat 1900-2400,40.7588392724148,-73.8303179910187,438457
2 HR Pas Mon-Sat 0800-1900,40.6304839501922,-74.0282729094357,323938
2 HR Pas Mon-Sat 0900-1900,40.5785354567682,-73.9575541845992,307231
2 HR Pas Mon-Sat 0830-1900,40.6297189519039,-74.0228795302589,309087
2HR Pas Mon-Sat 0900-1900,40.7443648797972,-73.9993085034035,106547
2HR Pas Mon-Sat 0830-2200,40.7708148982661,-73.982326945319,110203
4HR Pas Mon-Sat 0700-2200,40.7857235090911,-73.8459553363733,469228
2 HR Pas Mon-Sat 0900-1900,40.6008678427344,-73.9913973406256,309882
2 HR Pas Mon-Sat 0830-1900,40.8262516881391,-73.9467462795815,112426
2 HR Pas Mon-Sat 0800-1900,40.8686291168245,-73.9019278493019,212133
2 HR Pas Mon-Sat 0900-1900,40.6022377423406,-73.9948244845789,310723
2 HR Pas Mon-Sat 0900-1900,40.8079931067092,-73.9526370109762,109114
2 HR Pas Mon-Sat 0830-1900,40.804134525633,-73.9544622312436,110445
2 HR Pas Mon-Sat 0900-1900,40.768039717261,-73.7912861641508,442186
2 HR Pas Mon-Sat 0900-1900,40.6380745200994,-73.9288056929467,318989
2 HR Pas Mon-Sat 0800-1900,40.6831313500831,-73.9928373802198,306353
3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,40.7283312771581,-73.98798375929,101212
2HR Com Mon-Fri 0700-1600 /2HR Pas Mon-Fri 1600-2200 /2HR Pas Sat 0900-2200,40.7707862168837,-73.9620438585614,112670
2 HR Pas Mon-Sat 0900-1900,40.625302282296,-73.9276712179327,339518
2 HR Pas Mon-Sat 0900-1900,40.7564833093713,-73.9254832434069,418170
3HR Com Mon-Sat 0900-1900,40.7225975807593,-74.0040895706615,104543
2 HR Pas Mon-Fri 1200-1600 /2 HR Pas Sat 0800-1900,40.6549368830531,-73.949934322412,337324
2 HR Pas Mon-Sat 0800-1900,40.7164794415443,-73.8079024851868,439868
3HR Pas Mon-Sat 0700-2300,40.6514652182737,-73.9704306631721,337939
2HR Pas Mon-Fri 1000-2200 /2HR Pas Sat 0900-2200,40.7906534595738,-73.9538465039989,109735
2 HR Pas Mon-Sat 0800-1900,40.6701436690148,-73.958223609214,335300
2 HR Pas Mon-Sat 0900-1900,40.6242235689491,-73.9463008624831,310950
3HR Com Mon-Fri 0800-1900,40.7417778871507,-73.9939978193962,101314
2 HR Pas Mon-Sat 0900-1900,40.6927398463716,-73.9926320346442,342741
2 HR Pas Mon-Fri 0900-1900,40.6368063886513,-73.9906244525956,336485
2 HR Pas Mon-Fri 0900-1900,40.633972454784,-73.9934819602104,307848
2 HR Pas Mon-Sat 0800-1900,40.7588497533746,-73.827977890942,451638
2 HR Pas Mon-Sat 0830-1900,40.6839476465478,-73.8709717658379,340305
2 HR Pas Mon-Sat 0830-1900,40.6438674384836,-73.9770825788214,309818
"2 HR Pas Mon-Sat 0900-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0900-2400 June-Aug",40.5751342024249,-73.9812035023879,308628
2 HR Pas Mon-Sat 0830-1900,40.8718179483335,-73.867255060823,210637
2 HR Pas Mon-Sat 0900-1900,40.7424099461477,-73.9170283832564,416095
3HR Com Mon-Fri 0730-1900 /2HR Pas Sat 0730-1900,40.7404440165611,-73.9847752584195,103293
2 HR Pas Mon-Sat 0900-1900,40.6196580674796,-73.989346488222,316279
3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,40.7501899026651,-73.9720834186798,102820
2 HR Pas Mon-Sat 0830-1900,40.6685070501705,-73.9851209331329,335477
2 HR Pas Mon-Thur 0800-1900 /2 HR Pas Fri 0800-1700,40.6324164377668,-73.984176138007,322119
2 HR Pas Mon-Sat 0830-1900,40.7577696834121,-73.8652210607758,456484
2 HR Pas Mon-Sat 0900-1900,40.624565406183,-73.9273638601933,336707
2 HR Pas Mon-Sat 0830-1900,40.8397496481833,-73.9401597366483,113085
2 HR Pas Mon-Sat 0900-1900,40.5386929989968,-74.1491936707124,523638
2 HR Pas Mon-Sat 0900-1900,40.7601792559211,-73.8013672433832,433163
2 HR Pas Mon-Sat 0900-1900,40.854826891656,-73.9368995951695,111365
2 HR Pas Mon-Sat 0700-1900,40.7418449774487,-73.9541252659208,429749
2HR Pas Mon-Sat 0900-1600,40.7645062287223,-73.992037584817,103607
4HR Pas Mon-Sat 0900-1900,40.7446241737399,-73.9268897367324,424107
2 HR Pas Mon-Sat 0830-1900,40.6129959525227,-73.9964709250853,302414
3HR Com Mon-Fri 0800-1800,40.740641627488,-73.9915471133133,103329
2 HR Pas Mon-Sat 0830-1900,40.6814208187223,-73.9498585502388,303733
2 HR Pas Mon-Sat 0900-1900,40.6743992673292,-73.8195623831422,420382
2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0800-1900,40.6590560915395,-73.9503767934316,333916
2HR Pas Mon-Sat 0830-1900,40.7344410774008,-73.9879043093509,103475
2 HR Pas Mon-Sat 0800-1900,40.6057924142789,-74.0000455415973,307429
2 HR Pas Mon-Sat 0900-1900,40.749741798616,-73.8861526730348,405785
2 HR Pas Mon-Sat 0830-1900,40.7129399050204,-73.8767450324485,466584
4HR Pas Mon-Sat 0700-1900,40.745682941577,-73.9360337256212,413304
2 HR Pas Mon-Sat 0800-1900,40.6812432517248,-73.9941181412969,330980
2 HR Pas Mon-Sat 0900-1900,40.709170561988,-73.8294237408885,403750
2 HR Pas Mon-Sat 0830-1900,40.6099204419474,-73.9564941957963,312608
2HR Pas Mon-Sat 0900-1900,40.775305700958,-73.9629765692146,114774
2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,40.6701622159035,-73.8424775372461,442379
2 HR Pas Mon-Sat 0900-1600,40.7577599466579,-73.7845282891648,458601
2 HR Pas Mon-Sat 0900-1900,40.7296869922119,-73.7804112947473,435105
2 HR Pas Mon-Fri 1000-1600 /2 HR Pas Sat 0900-1900,40.8653659873475,-73.9196223374616,109672
2HR Pas Mon-Sat 0800-2200,40.7878165154235,-73.9767130477645,113090
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6311893667874,-73.9956335347876,323639
2 HR Pas Mon-Sat 0900-1900,40.5986866116933,-73.9563179509713,320913
2 HR Pas Mon-Sat 0900-1900,40.6114875222749,-73.9440714940543,310744
2 HR Pas Mon-Sat 0900-1900,40.8930376600304,-73.8565308945138,210996
3HR Com Mon-Fri 0800-1800,40.7417295269271,-73.9919681245007,105363
2 HR Pas Mon-Sat 0800-1900,40.8538855818712,-73.9089216093275,207304
3HR Com Mon-Sat 1100-1900,40.76231373334,-73.9646181639059,105753
2 HR Pas Mon-Sat 0800-1900,40.7321772604224,-73.8099198306718,458413
2HR Pas Mon-Sat 0900-1900,40.7798283918443,-73.98033104989,111755
3HR Com Mon-Sat 0900-1900,40.7230853071369,-74.0054453537899,102325
2 HR Pas Mon-Sat 0800-1900,40.5974953770386,-73.9691068976304,305617
2HR Pas Mon-Sat 0830-1900,40.7774000766293,-73.9519682779333,115179
2 HR Pas Mon-Sat 0900-1900,40.8823764408495,-73.8802383480852,213793
2 HR Pas Mon-Sat 0830-1900,40.6665261850365,-73.9886174096924,311907
2HR Pas Mon-Sat 0830-1900,40.7140328630903,-73.9896878686669,100132
2 HR Pas Mon-Sat 0900-1900,40.7649172670532,-73.8116799674788,442449
3HR Com Mon-Sat 0700-1900,40.7588388627542,-73.9661447459845,104771
2HR Pas Mon-Sat 0900-1900,40.7296093124867,-73.9865210220141,102231
2 HR Pas Mon-Sat 0900-1900,40.6976107954566,-73.8058779998884,416255
2 HR Pas Mon-Sat 0900-1900,40.746356240624,-73.825710350623,432332
2 HR Pas Mon-Sat 0830-1900,40.7158037847294,-73.7458749846627,406253
2 HR Pas Mon-Sat 0800-1900,40.770915534082,-73.9169172146827,419781
2 HR Pas Mon-Sat 0830-1900,40.6840843939444,-73.8704897483182,340305
2 HR Pas Mon-Sat 0900-1900,40.6708407768927,-73.9781787503779,312120
2 HR Pas Mon-Sat 0900-1700,40.5714669537862,-74.1119887836672,520514
2HR Pas Mon-Sat 0900-1900,40.735212814355,-73.9822940646505,104750
2 HR Pas Mon-Sat 0900-1900,40.680717005078,-73.8426932713563,455016
2 HR Pas Mon-Sat 0900-1900,40.8081649370727,-73.9453619231898,110168
2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,40.6392947352571,-73.9871968947368,307581
2 HR Pas Mon-Sat 0830-1900,40.6359623213319,-73.973744732768,333874
2 HR Pas Mon-Sat 0900-1900,40.607221987549,-73.9637600144737,314441
6HR Pas Mon-Fri 0900-2200,40.8098135147088,-73.9627940727844,112549
2 HR Pas Mon-Sat 0800-1900,40.7000141454046,-73.9090522631598,417687
2 HR Pas Mon-Sat 0900-1900,40.7484237979294,-73.8769865448588,467422
2 HR Pas Mon-Sat 0900-1900,40.5881761721777,-73.9530057900927,306584
3HR Com Mon-Sat 1000-1600,40.761382357111,-73.9704367364504,103659
2 HR Pas Mon-Sat 0730-1900,40.6875527058186,-73.9898431590023,303316
2 HR Pas Mon-Sat 0830-1900,40.5966496002955,-73.9756669588114,306557
2 HR Pas Mon-Sat 0800-1900,40.6420730150284,-73.9809770062497,332244
2 HR Pas Mon-Sat 0900-1900,40.5928189094046,-73.940556836073,324602
2 HR Pas Mon-Sat 0830-1900,40.7014302724048,-73.8863851768239,455983
2 HR Pas Mon-Sat 0900-1900,40.6900550623042,-73.9921186339114,342538
2 HR Pas Mon-Sat 0800-1900,40.7591883753969,-73.8263405843112,451638
2 HR Pas Mon-Fri 0900-1900,40.6351404015273,-73.9952367649602,338609
2 HR Pas Mon-Sat 0830-1900,40.7179631575995,-73.7357019696307,403888
2 HR Pas Mon-Sat 0830-1900,40.6874384525714,-73.8346286879101,426816
2 HR Pas Mon-Sat 0900-1900,40.6699228812155,-73.9888924176836,300474
2HR Pas Mon-Sat 0900-1900,40.7883413985583,-73.9528607195479,111426
2 HR Pas Mon-Sat 0800-1900,40.6588358884237,-73.9961324515283,307363
2 HR Pas Mon-Sat 0900-1900,40.6529831502215,-73.8385397724779,446359
2HR Pas Mon-Sat 0900-1900,40.7785038415094,-73.9480417311511,112950
2 HR Pas Mon-Sat 0900-1900,40.6997993464967,-73.9060768264833,455994
2 HR Pas Mon-Sat 0900-1900,40.8495209547534,-73.9318498369602,108901
2 HR Pas Mon-Sat 0800-1900,40.6315268720174,-73.9664316116731,322042
2 HR Pas Mon-Fri 0900-1900,40.6374111276586,-73.9901096593182,305817
3HR Com Mon-Fri 0800-1800,40.740201007131,-73.9920735673078,103331
2 HR Pas Mon-Sat 0830-1900,40.7312813460383,-73.9545306030892,302398
2 HR Pas Mon-Sat 0900-1900,40.7429927371316,-73.9539277359514,415497
2 HR Pas Mon-Sat 0900-1700,40.5710811944413,-74.1107724786002,501408
2 HR Pas Mon-Sat 0900-1900,40.7664225503024,-73.7728829156901,437988
2 HR Pas Mon-Sat 0900-1900,40.5948947743507,-73.9551530512713,309315
2 HR Pas Mon-Sat 0900-1900,40.835419216222,-73.9443643722911,114347
2 HR Pas Mon-Sat 0900-1900,40.6670967829111,-73.9317426762731,338695
2 HR Pas Mon-Sat 0900-1900,40.8669131215141,-73.895857122934,210527
2HR Pas Mon-Sat 0830-2200,40.7429526816975,-73.9802880120692,106952
"2 HR Pas Mon-Sat 0830-1900 Jan-May, Sept-Dec /2 HR Pas Mon-Sat 0830-2400 June-Aug",40.5756271529067,-73.9793509131449,307268
2 HR Pas Mon-Sat 0800-1900,40.601677668779,-74.0021129617778,313590
2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,40.6299953507704,-73.9789231906041,320811
2 HR Pas Mon-Sat 0800-1900,40.7208604176356,-73.8059245136374,453067
2 HR Pas Mon-Sat 0830-1900,40.7401573643766,-73.923527422991,420805
2 HR Pas Mon-Sat 0900-1900,40.6290812461815,-73.9435568959338,304108
2 HR Pas Mon-Sat 0900-1900,40.623800261338,-73.9382615368568,321602
2 HR Pas Mon-Sat 0900-1900,40.8330747843849,-73.8283736930248,219889
6HR Pas Mon-Fri 0900-2200,40.6671905463622,-73.9518003356518,334608
3HR Com Mon-Sat 1000-1600,40.7525854979735,-73.9941986770023,101655
3HR Com Mon-Sat 0900-1200 /2HR Pas Mon-Sat 1200-1900,40.7810287985516,-73.952233986314,109340
3HR Com Mon-Fri 1000-1600 /5HR Pas Mon-Fri 1900-2400 /5HR Pas Sat 0800-2400,40.7583445313016,-73.9788127957323,104960
2 HR Pas Mon-Sat 0900-1900,40.6196301366793,-73.9192836281592,319515
2 HR Pas Mon-Sat 0830-1900,40.8394156142328,-73.9185957835275,220253
3HR Com Mon-Fri 0700-1900,40.7551199927157,-73.9757065706054,104589
"2 HR Pas Mon-Fri 0800-1600, 1900-2200 /2 HR Pas Sat 0800-2200",40.74338821492,-73.9226849006178,423753
2 HR Pas Mon-Sat 0830-1900,40.6983836327743,-73.9926350302937,300268
2 HR Pas Mon-Sat 0900-1900,40.7021342405443,-73.9897039828025,342677
2HR Pas Mon-Fri 1000-1400 / Sat 0900-1900,40.7775846991624,-73.9521212383391,112311
2 HR Pas Mon-Sat 0830-1900,40.855861781646,-73.8885268121248,211834
2 HR Pas Mon-Sat 0800-1900,40.60450884291,-74.0073220784348,314091
2 HR Pas Mon-Sat 0830-1900,40.8387850262767,-73.9412162377915,109216
2 HR Pas Mon-Fri 0900-1900,40.6337550926593,-73.9931226134062,306250
3HR Com Mon-Fri 0800-1800,40.7432301717791,-73.9916456511556,102342
3HR Com Mon-Fri 1000-1400 /2HR Pas Mon-Fri 1900-2200 /2HR Pas Sat 0900-2200,40.7424325664038,-73.9777354630076,101011
2HR Pas Mon-Fri 1000-2200 /2HR Pas Sat 0900-2200,40.7894103318727,-73.9547595372119,109735
2 HR Pas Mon-Sat 0800-1900,40.6265734560547,-74.0770361335704,509890
2 HR Pas Mon-Sat 0800-1900,40.703215055903,-73.9412322271715,301387
2 HR Pas Mon-Sat 0800-1900,40.7757186169318,-73.914900987168,425949
2 HR Pas Mon-Sat 0830-1900,40.7563639960109,-73.8786075401918,469037
3HR Com Mon-Sat 0700-1700,40.7034851797142,-74.011345216667,100045
2 HR Pas Mon-Sat 0830-1900,40.6168427406086,-73.9711913808855,305691
2 HR Pas Mon-Sat 0800-1900,40.8254408133237,-73.9509628434875,109193
2 HR Pas Mon-Sat 0800-1900,40.6007562099329,-73.9615056179989,305240
2HR Pas Mon-Sat 0830-2200,40.7293635046815,-73.9869944746764,106233
2HR Pas Mon-Sat 0900-1900,40.7912121368068,-73.9723182725479,109586
2 HR Pas Mon-Sat 0900-1900,40.7489605759768,-73.8889758907776,465029
2 HR Pas Mon-Sat 0700-1900,40.8669869377076,-73.884289675224,209063
2 HR Pas Mon-Sat 0830-1900,40.746567740835,-73.917497810253,412796
3HR Com Mon-Fri 0800-1800,40.7414608825007,-73.9915806158827,101808
2 HR Pas Mon-Sat 0900-1900,40.8506894982623,-73.9377436574504,113769
2 HR Pas Mon-Sat 0900-1900,40.687016932425,-73.9770198249144,309216
2 HR Pas Mon-Sat 0800-2200,40.7432505511717,-73.9174374144839,426748
2 HR Pas Mon-Sat 0900-1800,40.6298717857763,-74.1090267971576,511228
2 HR Pas Mon-Sat 0900-1900,40.7219678423301,-73.8428498862974,463941
2 HR Pas Mon-Sat 0830-1900,40.7500344467887,-73.8810577037856,405259
2 HR Pas Mon-Sat 0800-1900,40.5401368049522,-74.1479853000017,524659
2HR Pas Mon-Sat 0900-1900,40.7147674215244,-73.9937492843683,116002
2 HR Pas Mon-Sat 0900-1900,40.6416351503733,-73.9363818558485,318675
2 HR Pas Mon-Sat 0900-1900,40.8211124064285,-73.9545463791808,111419
3HR Com Mon-Sat 0700-1900,40.7658084114174,-73.9699024495115,102214
2 HR Pas Mon-Fri 1000-1900 /2 HR Pas Sat 0800-1900,40.6461389696884,-73.9579961762282,330295
2 HR Pas Mon-Sat 0900-1900,40.6873050712108,-73.9180745121352,337082
2 HR Pas 0830-1900 Mon-Thur/ 4Hr Pas 0830-1900 Fri,40.6336065026218,-73.9950512398481,323659
2 HR Pas Mon-Sat 0800-1900,40.8198610289197,-73.9131647871796,201629
2 HR Pas Mon-Sat 0830-1900,40.8078663180392,-73.9459227215622,113063
2 HR Pas Mon-Sat 0830-1900,40.6529612812787,-73.9498822264906,336592
2 HR Pas Mon-Sat 0800-1900,40.7409503729017,-73.8796737423011,462845
2 HR Pas Mon-Sat 0830-1900,40.629839325188,-74.0102766906553,314686
2 HR Pas Mon-Sat 0900-1900,40.757737149506,-73.7819412152084,439257
2 HR Pas Mon-Sat 0800-1900,40.7266543143327,-73.8706653122817,465476
2 HR Pas Mon-Sat 0900-1900,40.7456902715345,-73.953191944524,414070
3HR Com Mon-Fri 1000-1400 /2HR Pas Sat 0900-1900,40.7706720614509,-73.9537591232085,107297
2 HR Pas Mon-Sat 0900-1900,40.7898671659647,-73.8136422065046,448470
2HR Pas Mon-Sat 0900-1900,40.7812427737249,-73.9817173020703,111101
2 HR Pas Mon-Sat 0830-1900,40.8374640977666,-73.9421824376358,114037
2 HR Pas Mon-Sat 0800-1900,40.7024858897352,-73.8029278696858,413557
2 HR Pas Mon-Sat 0830-1900,40.8466757907378,-73.8966134449931,211777
2 HR Pas Mon-Sat 0830-1900,40.6790393057691,-73.8647281941913,327437
3HR Com Mon-Sat 0700-2400,40.7600206772229,-73.9866793718388,102625
2 HR Pas Mon-Sat 0800-1900,40.8562006437313,-73.8882317114241,208828
2 HR Pas Mon-Sat 0800-1900,40.7771644522267,-73.9092932058568,422224
2HR Com Mon-Fri 0700-1400 / 2HR Pas Mon-Fri 1400-1900 / 2HR Pas Sat 0700-1900,40.7180729321611,-74.0073216562473,102462
2 HR Pas Mon-Sat 0900-1900,40.7120609859898,-73.7866795810188,438328
3HR Com Mon-Fri 0800-1900 /2HR Pas Sat 0800-1900,40.7765903379897,-73.9557544044234,112921
2 HR Pas Mon-Sat 0900-1900,40.7418310890735,-73.9189133199643,423507
2 HR Pas Mon-Sat 0900-1900,40.6881207994366,-73.9881324552373,342534
2HR Pas Mon-Sat 0800-1900,40.7688164229523,-73.9614247885263,104608
2 HR Pas Mon-Sat 0830-1900,40.7667748438425,-73.9210017693903,421986
3HR Com Mon-Fri 0700-1800 /2HR Pas Mon-Fri 1800-2200 /2HR Pas Sat 0800-2200,40.7259881762809,-73.9963983039658,103049
2 HR Pas Mon-Sat 0800-1900,40.6939397098293,-73.9910373381568,300356
2 HR Pas Mon-Sat 0800-1900,40.7492086346508,-73.8704475909016,402597
2 HR Pas Mon-Sat 0800-1900,40.7558241086429,-73.8819523136925,465464
2 HR Pas Mon-Sat 0900-1900,40.8716440133634,-73.8777254793203,207190
2 HR Pas Mon-Sat 0830-1900,40.8800260489347,-73.8814965180742,210476
2 HR Pas Mon-Sat 0830-1900,40.6041882408157,-73.9715504864079,308185
2HR Pas Mon-Sat 0900-1900,40.7187954946296,-73.9884896497196,103434
2 HR Pas Mon-Sat 0800-1900,40.8487414681731,-73.9342787172138,114183
3HR Com Mon-Sat 1000-2200,40.7557812029357,-73.9902004438248,102072
2 HR Pas Mon-Sat 0930-1900,40.6395797751196,-74.00560900825,306696
2 HR Pas Mon-Sat 0830-1900,40.728844505462,-73.8578118138547,406947
2 HR Pas Mon-Sat 0900-1900,40.7592593314617,-73.7686609313075,457283
2 HR Pas Mon-Sat 0900-1900,40.6361709314101,-74.0008162073102,311517
2 HR Pas Mon-Sat 0830-1900,40.7004271914273,-73.9029222625585,452845
2 HR Pas Mon-Sat 0900-1900,40.6530240553743,-73.9589931513696,327845
2 HR Pas Mon-Sat 0900-1900,40.6398122982445,-73.9550781813664,336430
2 HR Pas Mon-Sat 1000-1900,40.678627206601,-73.9502879981284,301989
2 HR Pas Mon-Sat 0900-1900,40.6091473502589,-73.9734835386697,315475
2 HR Pas Mon-Sat 0830-1900,40.7642303039219,-73.9148078774276,424174
3HR Com Mon-Sat 0700-1900,40.7570538352581,-73.9667956156991,102796
2 HR Pas Mon-Sat 0900-1900,40.7538811057774,-73.9080224454029,426762
6HR Pas Mon-Fri 1800-2400 /6HR Pas Sat 0800-2400,40.7572093954722,-73.9816928622356,106749
2 HR Pas Mon-Sat 0830-1900,40.7420680998488,-73.9194779624897,411873
2HR Pas Mon-Sat 0800-1900,40.7642779214693,-73.9587155528362,102347
3HR Com Mon-Sat 0800-1900,40.7567374437014,-73.9633560932173,105949
2 HR Pas Mon-Sat 0900-1900,40.8773831264392,-73.9070304718649,213131
2 HR Pas Mon-Sat 0900-1900,40.7494167449739,-73.8852511301139,402581
2HR Pas Mon-Sat 0800-1900,40.7296660377904,-73.995211983494,101670
2 HR Pas Mon-Sat 0900-1900,40.7114540911878,-73.856852521454,462756
2 HR Pas Mon-Sat 0800-1900,40.8608865795721,-73.9269257488664,113272
2 HR Pas Mon-Sat 0900-1900,40.5993524860427,-73.9545123643134,314134
2 HR Pas Mon-Sat 0830-1900,40.7570830201594,-73.8717736909049,424114
2 HR Pas Mon-Sat 0830-1900,40.8684042860845,-73.8671336312757,210178
2 HR Pas Mon-Sat 0900-1900,40.8723289662905,-73.8754148810513,205168
2 HR Pas Mon-Sat 0800-1900,40.7558899379341,-73.8813034367005,404878
2 HR Pas Mon-Sat 0830-1900,40.6832047864502,-73.9929157868361,336455
2 HR Pas Mon-Sat 0800-1900,40.6870571738513,-73.9813134026383,311077
2 HR Pas Mon-Sat 0800-1900,40.7352553555468,-73.8759521169843,466348
2 HR Pas Mon-Sat 0830-1900,40.6936521159122,-73.9647071659337,332223
2 HR Pas Mon-Sat 0900-1900,40.5962496023231,-73.9812531753034,314991
2 HR Pas Mon-Sat 0900-1900,40.7406239958566,-73.7587173747885,437102
2 HR Pas Mon-Sat 0830-1900,40.693328933155,-73.9674748800597,303061
2HR Pas Mon-Sat 0830-1900,40.787780952845,-73.9552575398277,113775
2 HR Pas Mon-Sat 0800-1900,40.6816362377274,-73.8794794584419,340810
2 HR Pas Mon-Sat 0900-1900,40.6851996724681,-73.8429533604771,457065
2 HR Pas Mon-Sat 0900-2200,40.7521796412623,-73.8265013852022,447386
2HR Pas Mon-Sat 0900-1900,40.7713611129559,-73.9592807473567,109976
2 HR Pas Mon-Sat 0830-1900,40.8816593337585,-73.8822799769624,211626
2 HR Pas Mon-Sat 0830-1900,40.7037093418613,-73.8073214580249,414747
2 HR Pas Mon-Sat 0730-1900,40.8808868936027,-73.840041239672,215018
2 HR Pas Mon-Sat 0800-1900,40.6086406267189,-73.9587025320402,317876
2 HR Pas Mon-Sat 0830-1900,40.7168581925272,-73.8353332050449,403296
2 HR Pas Mon-Sat 0830-1900,40.6844582917739,-73.8450965667577,400952
2 HR Pas Mon-Sat 0900-1900,40.7475601246401,-73.8822275160721,465841
2 HR Pas Mon-Sat 0900-1900,40.6074337435264,-73.9608286437816,307738
2 HR Pas Mon-Sat 0900-1900,40.8320197963833,-73.8272614184066,200109
2 HR Pas Mon-Sat 0830-1900,40.7456389030158,-73.8864709760383,403814
2 HR Pas 0900-1900 Mon-Thur / 4HR Pas 0900-1900 Fri,40.6410545175091,-73.9855747950042,313209
2 HR Pas Mon-Sat 0800-1900,40.6039330242129,-73.9969561097335,307039
2 HR Pas Mon-Sat 0830-1900,40.6790565096692,-73.9975648032707,313259
2 HR Pas Mon-Sat 0900-1900,40.7680112705922,-73.7909277398316,444263
2HR Pas Mon-Sat 0800-2200,40.7854736906031,-73.9785542783786,113871
2HR Pas Mon-Sat 0900-1900,40.7275999937971,-74.005582449126,107036
2 HR Pas 0800-1900 Mon-Thur/4Hr Pas 0800-1900 Fri,40.6255687578309,-73.9605705559362,319900
2HR Pas Mon-Sat 0830-2200,40.7419044590919,-73.9778263320862,105031
