ZIP CODE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
10016,4.0,0.0,0,0,1,0
11228,2.0,0.0,0,0,2,0
10009,2.0,0.0,2,0,0,0
11429,9.0,0.0,0,0,9,0
11232,2.0,0.0,1,0,1,0
10019,3.0,0.0,3,0,0,0
10467,3.0,0.0,0,0,2,0
11366,7.0,0.0,0,0,7,0
11416,4.0,0.0,0,0,4,0
11221,3.0,0.0,0,0,0,0
11236,1.0,0.0,0,0,1,0
11219,6.0,0.0,0,0,6,0
10459,2.0,0.0,2,0,0,0
11434,2.0,0.0,0,0,4,0
11354,2.0,0.0,0,0,0,0
10023,0.0,1.0,0,0,0,0
10304,2.0,1.0,0,0,2,1
11203,0.0,0.0,0,0,0,0
11421,1.0,0.0,0,0,1,0
11203,15.0,0.0,0,0,15,0
10470,2.0,0.0,2,0,0,0
11208,8.0,0.0,0,0,8,0
10002,2.0,0.0,0,0,2,0
11212,0.0,1.0,0,0,0,0
10471,2.0,0.0,2,0,0,0
10168,1.0,0.0,0,0,1,0
10006,4.0,0.0,0,0,4,0
11214,2.0,0.0,0,0,1,0
11373,1.0,2.0,0,0,1,0
10032,1.0,0.0,0,0,0,0
10012,8.0,0.0,0,0,5,0
11103,6.0,0.0,0,0,6,0
10469,3.0,0.0,0,0,3,0
11241,0.0,0.0,0,0,0,0
10001,0.0,0.0,0,0,0,0
10172,0.0,0.0,0,0,0,0
11209,4.0,0.0,0,0,3,0
11207,2.0,0.0,0,0,0,0
10304,10.0,0.0,0,0,10,0
11361,1.0,0.0,0,0,1,0
11412,5.0,0.0,0,0,5,0
11236,2.0,1.0,0,0,0,0
10025,2.0,0.0,1,0,0,0
11215,0.0,1.0,0,0,0,1
10314,2.0,0.0,0,0,2,0
10031,6.0,0.0,0,0,6,0
11375,2.0,0.0,0,0,0,0
11106,2.0,0.0,1,0,0,0
10451,9.0,0.0,0,0,9,0
11691,0.0,1.0,0,0,0,1
10468,3.0,0.0,0,0,2,0
10456,6.0,0.0,0,0,6,0
10169,3.0,0.0,0,0,3,0
11695,0.0,0.0,0,0,0,0
10464,1.0,0.0,1,0,0,0
10003,2.0,0.0,1,0,0,0
11214,1.0,1.0,0,0,1,0
11427,0.0,0.0,0,0,0,0
11231,2.0,0.0,1,0,0,0
11226,3.0,0.0,1,0,2,0
10037,0.0,0.0,0,0,0,0
11217,2.0,0.0,0,0,0,0
11413,2.0,0.0,0,0,2,0
11372,3.0,0.0,0,0,1,0
11218,0.0,0.0,1,0,0,0
10011,2.0,0.0,0,0,1,0
11420,0.0,2.0,0,0,0,2
11694,3.0,0.0,0,0,3,0
11429,5.0,0.0,0,0,5,0
11223,2.0,0.0,0,0,0,0
11203,12.0,0.0,0,0,12,0
10281,1.0,0.0,0,0,0,0
10466,7.0,0.0,0,0,7,0
10453,1.0,0.0,0,0,0,0
11212,5.0,0.0,0,0,5,0
11694,1.0,0.0,1,0,0,0
10457,1.0,0.0,0,0,2,0
10017,1.0,0.0,1,0,0,0
10065,0.0,0.0,0,0,0,0
10304,18.0,0.0,0,0,18,0
11223,2.0,0.0,1,0,0,0
11220,2.0,0.0,0,0,4,0
10005,2.0,0.0,1,0,0,0
11214,2.0,0.0,0,0,0,0
10462,3.0,0.0,0,0,0,0
11419,7.0,0.0,0,0,7,0
11361,1.0,0.0,1,0,0,0
10310,3.0,0.0,0,0,3,0
11357,1.0,0.0,0,0,1,0
10035,3.0,0.0,0,0,2,0
10309,1.0,0.0,1,0,0,0
11233,5.0,0.0,0,0,5,0
11427,1.0,0.0,1,0,0,0
10025,2.0,0.0,1,0,1,0
10017,3.0,0.0,0,0,3,0
10022,2.0,1.0,0,0,1,0
11372,4.0,0.0,0,0,1,0
11225,7.0,0.0,0,0,7,0
11215,4.0,0.0,1,0,3,0
11373,10.0,0.0,0,0,8,0
10010,4.0,0.0,0,0,4,0
10464,2.0,0.0,2,0,0,0
11361,5.0,0.0,0,0,5,0
11412,3.0,0.0,0,0,2,0
11232,2.0,0.0,0,0,1,0
10032,2.0,0.0,0,0,0,0
10304,1.0,0.0,0,0,1,0
11375,0.0,1.0,0,0,0,1
10470,0.0,1.0,0,0,0,0
10465,0.0,0.0,0,0,0,0
10465,0.0,0.0,0,0,0,0
11212,4.0,0.0,0,0,1,0
10017,2.0,0.0,0,0,0,0
10022,1.0,0.0,0,0,1,0
11368,2.0,0.0,0,0,0,0
10017,6.0,0.0,0,0,1,0
11040,5.0,0.0,0,0,5,0
11212,1.0,1.0,0,0,1,1
10314,4.0,1.0,0,0,4,1
11226,1.0,1.0,0,0,1,0
11365,0.0,2.0,0,0,0,2
10016,0.0,0.0,0,0,1,0
10019,0.0,0.0,0,0,3,0
10172,2.0,0.0,0,0,2,0
10457,14.0,0.0,0,0,14,0
11385,2.0,0.0,2,0,0,0
10312,0.0,0.0,0,0,1,0
10305,5.0,0.0,0,0,5,0
10032,1.0,0.0,1,0,0,0
10065,2.0,0.0,0,0,1,0
10011,2.0,0.0,0,0,0,0
10023,6.0,0.0,0,0,2,0
10473,3.0,0.0,0,0,3,0
11421,0.0,1.0,0,0,0,1
11417,8.0,0.0,0,0,8,0
11432,2.0,0.0,0,0,2,0
10310,1.0,0.0,0,0,0,0
11235,10.0,0.0,0,0,10,0
11237,4.0,0.0,0,0,1,0
10310,11.0,0.0,0,0,11,0
10017,4.0,0.0,0,0,4,0
11239,2.0,0.0,0,0,1,0
11434,1.0,1.0,0,0,1,1
11430,0.0,0.0,0,0,0,0
11433,1.0,0.0,0,0,0,0
11249,4.0,0.0,0,0,4,0
11372,3.0,0.0,1,0,2,0
11697,0.0,0.0,0,0,0,0
10471,9.0,0.0,0,0,9,0
11206,1.0,0.0,1,0,0,0
11694,1.0,1.0,0,0,1,1
11238,1.0,1.0,0,0,1,0
11230,2.0,0.0,0,0,0,0
11206,0.0,1.0,0,1,0,0
11412,3.0,0.0,0,0,3,0
10031,1.0,0.0,0,0,0,0
10306,0.0,0.0,0,0,0,0
11377,0.0,0.0,0,0,0,0
11414,0.0,1.0,0,1,0,0
11368,0.0,1.0,0,0,0,0
11225,2.0,0.0,0,0,2,0
10006,2.0,0.0,0,0,1,0
10025,0.0,1.0,0,1,0,0
10309,0.0,0.0,0,0,0,0
10118,1.0,0.0,1,0,0,0
11432,0.0,1.0,0,0,0,0
10024,2.0,0.0,1,0,1,0
10467,1.0,1.0,0,0,1,0
11229,2.0,0.0,2,0,0,0
11105,1.0,4.0,0,0,1,4
10456,1.0,0.0,0,0,0,0
10036,3.0,0.0,0,0,0,0
10456,2.0,0.0,1,0,0,0
11215,5.0,0.0,0,0,5,0
10019,0.0,0.0,0,0,1,0
11233,2.0,0.0,0,0,2,0
10309,2.0,0.0,0,0,1,0
10023,4.0,0.0,0,0,0,0
11373,3.0,0.0,3,0,0,0
11373,0.0,1.0,0,1,0,0
11210,4.0,0.0,1,0,3,0
11203,0.0,0.0,0,0,2,0
10451,0.0,1.0,0,1,0,0
10456,3.0,0.0,0,0,0,0
11412,0.0,0.0,0,0,0,0
10470,4.0,0.0,0,0,4,0
10453,3.0,0.0,2,0,1,0
11373,2.0,0.0,0,0,0,0
11435,5.0,0.0,0,0,5,0
11232,5.0,0.0,0,0,5,0
11224,6.0,0.0,0,0,6,0
10002,7.0,0.0,0,0,7,0
10464,3.0,0.0,0,0,3,0
10031,3.0,0.0,0,0,3,0
10013,1.0,0.0,1,0,0,0
10464,1.0,0.0,0,0,0,0
10128,3.0,0.0,0,0,2,0
10009,2.0,1.0,0,0,2,0
11222,6.0,0.0,0,0,6,0
10466,2.0,0.0,0,0,1,0
11377,3.0,0.0,0,0,0,0
11208,0.0,0.0,0,0,0,0
10461,0.0,2.0,0,0,0,2
11367,2.0,0.0,2,0,0,0
11206,5.0,0.0,0,0,1,0
10475,2.0,1.0,0,0,2,0
11222,0.0,1.0,0,1,0,0
10168,2.0,0.0,0,0,2,0
10176,1.0,0.0,1,0,0,0
11210,3.0,0.0,0,0,2,0
10019,4.0,0.0,0,0,3,0
10453,3.0,1.0,0,0,3,1
11209,1.0,0.0,0,0,0,0
10308,3.0,0.0,0,0,2,0
10007,2.0,0.0,0,0,0,0
10003,1.0,0.0,0,0,0,0
10455,3.0,0.0,0,0,3,0
10031,0.0,1.0,0,0,0,1
10451,3.0,0.0,0,0,1,0
11101,0.0,0.0,0,0,1,0
10467,13.0,0.0,0,0,13,0
11356,1.0,0.0,0,0,1,0
10312,2.0,0.0,0,0,1,0
11234,4.0,0.0,0,0,4,0
10302,5.0,0.0,0,0,5,0
11226,3.0,0.0,0,0,2,0
11233,12.0,0.0,0,0,12,0
11231,3.0,0.0,0,0,0,0
11429,1.0,1.0,0,0,1,0
11432,4.0,0.0,0,0,3,0
10022,0.0,0.0,0,0,3,0
11231,2.0,0.0,0,0,1,0
11234,0.0,1.0,0,0,0,1
10307,2.0,0.0,0,0,1,0
10017,1.0,0.0,0,0,1,0
10305,1.0,0.0,0,0,1,0
11412,3.0,0.0,0,0,0,0
11223,4.0,0.0,0,0,3,0
11374,0.0,1.0,0,0,0,0
11228,0.0,1.0,0,0,0,1
10021,3.0,0.0,0,0,2,0
10458,3.0,0.0,0,0,0,0
10013,2.0,0.0,1,0,0,0
11224,3.0,0.0,0,0,3,0
10457,1.0,0.0,0,0,1,0
11419,0.0,1.0,0,0,0,0
10453,5.0,0.0,0,0,0,0
10010,2.0,0.0,1,0,1,0
11216,7.0,0.0,0,0,7,0
10036,27.0,1.0,0,0,0,0
11232,3.0,0.0,0,0,0,0
11369,3.0,0.0,0,0,0,0
10468,1.0,1.0,0,0,1,1
11216,0.0,0.0,0,0,0,0
11214,2.0,0.0,1,0,1,0
10474,1.0,0.0,0,0,0,0
11694,3.0,1.0,0,0,3,1
11427,32.0,0.0,0,0,30,0
11691,4.0,0.0,0,0,4,0
11360,0.0,1.0,0,0,0,0
11204,0.0,1.0,0,0,0,1
10032,0.0,0.0,0,0,0,0
10002,0.0,0.0,0,0,0,0
10002,0.0,0.0,0,0,0,0
10461,3.0,0.0,0,0,3,0
10016,1.0,0.0,0,0,1,0
10027,1.0,0.0,0,0,0,0
10030,4.0,0.0,1,0,3,0
11236,10.0,0.0,0,0,10,0
10029,3.0,0.0,1,0,2,0
10128,4.0,0.0,0,0,4,0
11101,2.0,0.0,0,0,1,0
11370,0.0,1.0,0,0,0,1
10119,1.0,0.0,0,0,1,0
11373,4.0,0.0,0,0,0,0
11411,4.0,0.0,0,0,4,0
11203,3.0,0.0,0,0,0,0
11105,0.0,0.0,0,0,0,0
11104,2.0,0.0,0,0,2,0
11209,1.0,0.0,1,0,0,0
10310,1.0,0.0,0,0,1,0
10463,0.0,1.0,0,0,0,1
10471,0.0,0.0,0,0,0,0
11207,14.0,0.0,0,0,14,0
10469,3.0,0.0,0,0,1,0
10468,2.0,0.0,0,0,2,0
10306,1.0,0.0,0,0,1,0
10473,3.0,0.0,0,0,2,0
10033,1.0,0.0,0,0,0,0
11214,0.0,0.0,0,0,0,0
11224,1.0,0.0,0,0,0,0
11234,4.0,0.0,0,0,2,0
10459,0.0,1.0,0,0,0,0
10463,0.0,0.0,0,0,0,0
11368,4.0,0.0,0,0,3,0
11416,1.0,0.0,0,0,0,0
11211,3.0,0.0,0,0,2,0
10121,0.0,0.0,0,0,0,0
10012,0.0,0.0,0,0,0,0
10474,0.0,1.0,0,0,0,1
10453,2.0,0.0,0,0,1,0
11415,0.0,1.0,0,0,0,1
10466,8.0,0.0,0,0,8,0
10463,18.0,0.0,0,0,18,0
11213,2.0,1.0,0,0,2,0
11236,1.0,1.0,0,0,1,1
10023,3.0,0.0,0,0,3,0
10470,8.0,0.0,0,0,8,0
11372,8.0,0.0,0,0,8,0
10473,1.0,0.0,0,0,0,0
10458,7.0,0.0,0,0,7,0
10035,2.0,0.0,0,0,0,0
10037,0.0,1.0,0,0,0,1
11374,2.0,0.0,0,0,2,0
11205,6.0,0.0,0,0,6,0
11233,2.0,0.0,1,0,1,0
10027,0.0,1.0,0,0,0,0
11432,5.0,0.0,0,0,5,0
11430,6.0,0.0,0,0,6,0
11379,2.0,0.0,0,0,2,0
10033,4.0,0.0,0,0,4,0
10463,1.0,0.0,0,0,1,0
11385,1.0,0.0,1,0,0,0
11101,6.0,0.0,0,0,6,0
10471,6.0,0.0,0,0,6,0
11231,5.0,0.0,0,0,5,0
10039,6.0,0.0,0,0,6,0
11372,2.0,0.0,0,0,2,0
10308,2.0,0.0,0,0,0,0
11223,7.0,1.0,0,0,4,0
10023,2.0,0.0,2,0,0,0
10470,2.0,0.0,0,0,2,0
10310,10.0,0.0,0,0,10,0
11369,0.0,0.0,0,0,1,0
10075,1.0,0.0,1,0,0,0
10310,0.0,1.0,0,1,0,0
11428,3.0,0.0,0,0,0,0
11105,2.0,0.0,2,0,0,0
11238,5.0,0.0,1,0,4,0
11220,2.0,0.0,0,0,2,0
11229,0.0,1.0,0,0,0,0
10023,0.0,0.0,0,0,0,0
10471,0.0,1.0,0,0,0,0
11363,2.0,0.0,0,0,2,0
10024,5.0,0.0,0,0,5,0
10033,4.0,0.0,0,0,3,0
11216,2.0,0.0,1,0,1,0
10475,0.0,1.0,0,0,0,1
11214,5.0,0.0,0,0,5,0
11249,3.0,0.0,0,0,3,0
10461,1.0,1.0,0,0,1,1
10310,4.0,0.0,0,0,4,0
10031,4.0,1.0,0,0,4,1
10105,1.0,0.0,0,0,0,0
10018,0.0,0.0,0,0,0,0
10467,0.0,1.0,0,0,0,0
11217,3.0,0.0,0,0,0,0
11419,3.0,1.0,0,0,3,1
11365,4.0,0.0,0,0,4,0
10456,2.0,0.0,0,0,2,0
10470,5.0,0.0,0,0,1,0
11239,0.0,1.0,0,0,0,0
10472,0.0,0.0,0,0,3,0
11377,0.0,1.0,0,0,0,0
11104,0.0,1.0,0,0,0,1
10472,1.0,1.0,0,0,1,1
11206,0.0,1.0,0,0,0,0
11225,7.0,0.0,0,0,5,0
10003,4.0,0.0,0,0,2,0
10006,1.0,0.0,0,0,1,0
10017,1.0,0.0,0,0,0,0
11367,3.0,0.0,0,0,1,0
11354,5.0,0.0,0,0,5,0
11206,2.0,0.0,0,0,2,0
11204,3.0,1.0,0,0,3,0
11208,2.0,0.0,1,0,0,0
11415,4.0,0.0,0,0,4,0
10469,10.0,0.0,0,0,10,0
10153,1.0,0.0,1,0,0,0
10028,1.0,0.0,1,0,0,0
10031,1.0,0.0,0,0,1,0
10301,22.0,0.0,0,0,22,0
11104,0.0,0.0,0,0,0,0
11219,0.0,1.0,0,0,0,1
10470,1.0,0.0,0,0,0,0
11430,1.0,0.0,0,0,0,0
11212,6.0,0.0,0,0,4,0
10112,1.0,0.0,0,0,0,0
11201,3.0,0.0,0,0,3,0
10456,3.0,0.0,0,0,3,0
11420,2.0,0.0,0,0,2,0
11105,10.0,0.0,0,0,10,0
11373,2.0,0.0,0,0,2,0
11411,2.0,0.0,0,0,1,0
11223,0.0,1.0,0,1,0,0
11694,2.0,0.0,1,0,0,0
11413,0.0,0.0,0,0,0,0
11213,0.0,1.0,0,0,0,1
10026,5.0,0.0,0,0,5,0
11412,2.0,0.0,1,0,1,0
11368,2.0,0.0,2,0,0,0
11374,0.0,0.0,0,0,0,0
10001,1.0,0.0,0,0,1,0
10065,0.0,2.0,0,1,0,0
10025,4.0,0.0,0,0,2,0
10460,1.0,0.0,0,0,1,0
10466,0.0,1.0,0,0,0,0
10031,2.0,0.0,0,0,2,0
11435,3.0,0.0,0,0,2,0
10305,0.0,1.0,0,0,0,0
10451,8.0,0.0,0,0,8,0
11420,0.0,0.0,0,0,0,0
10128,1.0,0.0,0,0,1,0
10018,2.0,0.0,0,0,1,0
10469,6.0,0.0,0,0,6,0
10014,2.0,0.0,0,0,2,0
10037,1.0,0.0,1,0,0,0
11206,4.0,0.0,0,0,3,0
10000,6.0,0.0,0,0,6,0
11427,6.0,0.0,0,0,6,0
10472,0.0,1.0,0,0,0,1
11236,7.0,1.0,0,0,7,1
11691,13.0,0.0,0,0,13,0
10103,1.0,0.0,0,0,0,0
11211,0.0,1.0,0,0,0,0
11436,2.0,0.0,0,0,2,0
11235,0.0,0.0,0,0,0,0
10010,2.0,0.0,0,0,0,0
10010,2.0,0.0,1,0,0,0
11370,2.0,0.0,2,0,0,0
10027,1.0,0.0,0,0,1,0
10312,2.0,0.0,0,0,0,0
11360,4.0,0.0,0,0,4,0
11228,5.0,0.0,0,0,5,0
11233,0.0,0.0,0,0,1,0
11251,1.0,0.0,1,0,0,0
10306,6.0,0.0,0,0,6,0
11372,2.0,0.0,0,0,1,0
11229,4.0,0.0,0,0,3,0
11207,0.0,1.0,0,0,0,0
11419,1.0,0.0,1,0,0,0
10305,0.0,0.0,0,0,0,0
10453,4.0,0.0,0,0,4,0
10032,4.0,0.0,0,0,1,0
11217,7.0,0.0,0,0,7,0
10037,6.0,0.0,0,0,6,0
11693,9.0,0.0,0,0,9,0
11231,2.0,0.0,0,0,0,0
11222,2.0,1.0,0,0,2,1
10301,2.0,0.0,1,0,1,0
11207,4.0,0.0,0,0,4,0
10468,8.0,0.0,0,0,8,0
11412,2.0,0.0,0,0,2,0
11413,1.0,0.0,1,0,0,0
11364,2.0,0.0,0,0,2,0
11422,1.0,0.0,0,0,0,0
10013,2.0,0.0,0,0,1,0
10038,3.0,0.0,0,0,3,0
10451,1.0,0.0,1,0,0,0
11226,11.0,0.0,0,0,11,0
11234,0.0,1.0,0,0,0,0
11434,4.0,2.0,0,0,4,2
10308,0.0,1.0,0,0,0,0
11211,6.0,0.0,0,0,6,0
11211,5.0,0.0,0,0,5,0
11207,10.0,0.0,0,0,10,0
11204,3.0,1.0,0,0,3,1
11385,5.0,0.0,0,0,5,0
10305,4.0,0.0,0,0,4,0
10475,4.0,0.0,0,0,4,0
11224,2.0,0.0,0,0,2,0
10456,6.0,0.0,0,0,0,0
10037,2.0,0.0,0,0,0,0
10028,3.0,0.0,0,0,0,0
10153,1.0,0.0,0,0,1,0
10003,0.0,0.0,0,0,0,0
11415,1.0,0.0,0,0,0,0
10468,6.0,0.0,0,0,6,0
10065,2.0,0.0,0,0,2,0
11421,6.0,0.0,0,0,6,0
11421,8.0,0.0,0,0,8,0
10040,0.0,0.0,0,0,0,0
10312,1.0,0.0,0,0,1,0
10038,0.0,1.0,0,0,0,0
11211,0.0,0.0,0,0,0,0
10466,0.0,0.0,0,0,0,0
10003,2.0,0.0,0,0,2,0
11368,2.0,0.0,1,0,0,0
10474,3.0,0.0,0,0,3,0
11221,4.0,0.0,0,0,4,0
11237,1.0,1.0,0,0,0,0
10001,4.0,0.0,0,0,4,0
10458,1.0,0.0,0,0,1,0
11374,6.0,0.0,0,0,6,0
11354,1.0,0.0,0,0,0,0
10128,0.0,1.0,0,0,0,0
10464,2.0,0.0,0,0,2,0
10456,3.0,0.0,1,0,2,0
10454,11.0,0.0,0,0,11,0
11219,4.0,0.0,0,0,4,0
11355,2.0,0.0,0,0,0,0
11428,2.0,0.0,1,0,1,0
10452,2.0,0.0,0,0,1,0
10016,1.0,0.0,1,0,0,0
11363,1.0,0.0,0,0,0,0
11239,1.0,0.0,0,0,1,0
10033,3.0,0.0,0,0,3,0
11105,2.0,0.0,0,0,2,0
10470,1.0,1.0,0,0,1,1
11233,3.0,0.0,0,0,3,0
11204,5.0,2.0,0,0,5,1
11378,1.0,0.0,0,0,0,0
11691,3.0,0.0,0,0,0,0
11367,1.0,0.0,1,0,0,0
10475,8.0,0.0,0,0,8,0
10012,2.0,0.0,2,0,0,0
11212,10.0,0.0,0,0,10,0
10307,1.0,0.0,1,0,0,0
11432,2.0,0.0,0,0,1,0
10306,0.0,1.0,0,1,0,0
10471,1.0,0.0,0,0,1,0
11366,1.0,0.0,1,0,0,0
11232,4.0,0.0,0,0,2,0
10106,1.0,0.0,0,0,0,0
10123,1.0,0.0,1,0,0,0
10019,2.0,0.0,2,0,0,0
10024,1.0,0.0,1,0,0,0
11236,0.0,0.0,0,0,0,0
10000,1.0,0.0,1,0,0,0
11358,1.0,0.0,0,0,0,0
11361,11.0,0.0,0,0,11,0
11236,2.0,0.0,1,0,0,0
11237,1.0,0.0,1,0,0,0
11372,1.0,0.0,0,0,0,0
10458,4.0,0.0,0,0,4,0
11220,1.0,1.0,0,0,1,1
10306,2.0,0.0,0,0,1,0
11416,0.0,1.0,0,0,0,0
11101,0.0,0.0,0,0,5,0
11358,1.0,0.0,1,0,0,0
11238,7.0,0.0,0,0,7,0
11697,3.0,0.0,0,0,3,0
10451,0.0,0.0,0,0,0,1
10018,4.0,0.0,0,0,4,0
10451,3.0,0.0,0,0,0,0
10011,5.0,0.0,0,0,3,0
10025,1.0,0.0,0,0,0,0
11419,2.0,0.0,2,0,0,0
10031,5.0,0.0,0,0,5,0
11004,1.0,0.0,1,0,0,0
11426,6.0,0.0,0,0,6,0
11413,2.0,1.0,0,0,2,1
11226,10.0,0.0,0,0,10,0
11235,1.0,1.0,0,0,0,0
11693,4.0,0.0,0,0,0,0
11416,6.0,0.0,0,0,6,0
11426,1.0,0.0,0,0,1,0
11435,1.0,0.0,1,0,0,0
11212,2.0,0.0,1,0,1,0
10128,3.0,1.0,0,0,3,1
10005,2.0,0.0,0,0,2,0
10002,0.0,1.0,0,0,0,0
10459,3.0,0.0,0,0,3,0
10002,3.0,0.0,1,0,2,0
10301,5.0,0.0,0,0,5,0
10457,3.0,0.0,0,0,3,0
11230,1.0,0.0,0,0,0,0
11229,1.0,0.0,0,0,1,0
11427,3.0,0.0,0,0,3,0
11365,0.0,1.0,0,0,0,0
10039,2.0,0.0,0,0,2,0
10001,12.0,0.0,0,0,12,0
11215,1.0,0.0,0,0,1,0
10020,3.0,0.0,0,0,3,0
11375,0.0,0.0,0,0,0,0
10452,1.0,1.0,1,1,0,0
10176,1.0,0.0,0,0,1,0
11222,2.0,0.0,1,0,0,0
10462,2.0,0.0,0,0,0,0
11212,3.0,0.0,0,0,1,0
11201,3.0,1.0,0,0,3,1
11103,1.0,0.0,0,0,0,0
11236,6.0,0.0,0,0,6,0
11219,3.0,0.0,0,0,3,0
11355,1.0,0.0,0,0,1,0
11377,2.0,0.0,0,0,1,0
10453,0.0,1.0,0,0,0,1
11221,7.0,0.0,0,0,7,0
11374,1.0,0.0,0,0,1,0
11218,1.0,0.0,1,0,0,0
11203,6.0,0.0,0,0,5,0
10034,0.0,1.0,0,0,0,0
10021,1.0,0.0,0,0,0,0
11238,4.0,0.0,0,0,3,0
11233,3.0,0.0,0,0,0,0
11205,0.0,1.0,0,0,0,1
10462,3.0,0.0,0,0,2,0
10022,3.0,0.0,0,0,1,0
10031,2.0,0.0,2,0,0,0
11362,0.0,1.0,0,0,0,1
11422,5.0,0.0,0,0,5,0
10463,3.0,0.0,0,0,3,0
11228,0.0,0.0,0,0,0,0
10312,9.0,0.0,0,0,9,0
10169,1.0,0.0,0,0,1,0
11230,5.0,0.0,0,0,5,0
10033,2.0,0.0,0,0,2,0
10457,3.0,0.0,0,0,0,0
10036,2.0,0.0,0,0,0,0
10177,0.0,0.0,0,0,0,0
11375,2.0,0.0,1,0,0,0
10036,15.0,0.0,0,0,2,0
11693,0.0,1.0,0,0,0,1
10307,2.0,0.0,0,0,2,0
10309,6.0,0.0,0,0,6,0
11421,2.0,0.0,1,0,0,0
10026,0.0,1.0,0,0,0,0
11418,3.0,0.0,0,0,0,0
10314,5.0,0.0,0,0,5,0
10460,8.0,0.0,0,0,8,0
11364,4.0,0.0,0,0,4,0
11206,1.0,0.0,0,0,0,0
11237,6.0,0.0,0,0,6,0
11229,3.0,0.0,0,0,3,0
11201,3.0,0.0,2,0,1,0
10457,3.0,0.0,0,0,2,0
11215,2.0,0.0,2,0,0,0
10021,4.0,0.0,0,0,4,0
11368,3.0,0.0,0,0,3,0
11354,3.0,0.0,0,0,3,0
11220,7.0,0.0,0,0,7,0
11220,1.0,0.0,0,0,1,0
10461,1.0,0.0,0,0,1,0
11226,5.0,0.0,0,0,4,0
11106,2.0,0.0,0,0,1,0
11370,4.0,0.0,0,0,3,0
10010,1.0,0.0,0,0,0,0
11101,0.0,1.0,0,0,0,0
10460,4.0,0.0,0,0,2,0
11040,1.0,0.0,1,0,0,0
11421,4.0,0.0,0,0,3,0
11206,5.0,0.0,0,0,5,0
10307,1.0,0.0,0,0,0,0
11379,5.0,0.0,0,0,5,0
11249,2.0,0.0,0,0,2,0
10467,1.0,1.0,0,0,1,1
11220,4.0,0.0,0,0,4,0
10029,2.0,0.0,1,0,0,0
10069,1.0,0.0,0,0,1,0
10010,7.0,0.0,0,0,4,0
11213,2.0,0.0,1,0,0,0
10464,0.0,0.0,0,0,0,0
11691,3.0,0.0,0,0,2,0
11211,1.0,1.0,0,0,0,0
10457,1.0,1.0,0,0,0,0
11233,2.0,1.0,0,0,2,1
11237,3.0,0.0,0,0,3,0
11212,1.0,0.0,0,0,1,0
10463,4.0,0.0,0,0,0,0
10001,0.0,1.0,0,0,0,0
10472,0.0,1.0,0,0,0,0
10001,3.0,0.0,0,0,0,0
10165,1.0,0.0,0,0,0,0
10105,2.0,0.0,0,0,2,0
10019,4.0,0.0,0,0,2,0
10471,5.0,0.0,0,0,5,0
11372,4.0,0.0,1,0,3,0
10470,6.0,0.0,0,0,6,0
10455,1.0,0.0,0,0,1,0
11429,0.0,1.0,0,0,0,1
10169,1.0,0.0,1,0,0,0
11206,4.0,0.0,0,0,2,0
10024,0.0,1.0,0,1,0,0
10018,2.0,0.0,1,0,1,0
11428,0.0,0.0,0,0,0,0
11365,2.0,0.0,0,0,1,0
10281,1.0,0.0,1,0,0,0
11358,2.0,0.0,0,0,0,0
10305,1.0,0.0,0,0,0,0
11211,2.0,0.0,1,0,0,0
11225,0.0,1.0,0,1,0,0
11102,1.0,0.0,1,0,0,0
10303,2.0,0.0,0,0,2,0
11419,2.0,0.0,1,0,0,0
11239,1.0,0.0,1,0,0,0
11209,3.0,0.0,0,0,0,0
10278,2.0,0.0,0,0,2,0
10453,4.0,0.0,0,0,0,0
11361,3.0,0.0,0,0,0,0
11106,4.0,0.0,0,0,4,0
10459,6.0,0.0,0,0,3,0
11433,4.0,0.0,0,0,0,0
10018,1.0,1.0,0,0,1,0
10308,1.0,0.0,0,0,0,0
11204,2.0,0.0,0,0,0,0
10013,6.0,0.0,0,0,6,0
11355,3.0,0.0,0,0,3,0
11207,0.0,2.0,0,0,0,2
11224,2.0,0.0,2,0,0,0
10036,8.0,0.0,0,0,8,0
10467,6.0,0.0,0,0,5,0
11249,2.0,0.0,1,0,0,0
10065,3.0,0.0,0,0,3,0
11219,0.0,0.0,0,0,2,0
10304,0.0,1.0,0,0,0,1
10016,0.0,1.0,0,0,0,0
10461,0.0,1.0,0,1,0,0
11691,1.0,1.0,0,0,0,0
10014,0.0,0.0,0,0,0,0
11366,2.0,0.0,0,0,0,0
10030,5.0,0.0,0,0,5,0
10035,2.0,0.0,0,0,1,0
10454,1.0,1.0,0,0,1,0
11239,4.0,0.0,0,0,3,0
10025,1.0,0.0,1,0,0,0
11413,2.0,0.0,0,0,1,0
11420,5.0,0.0,0,0,5,0
10452,4.0,0.0,0,0,4,0
11419,0.0,1.0,0,0,0,1
11216,2.0,0.0,0,0,0,0
11215,0.0,0.0,0,0,0,0
11234,4.0,3.0,0,0,4,3
10308,3.0,0.0,0,0,3,0
11422,2.0,0.0,0,0,0,0
11692,2.0,0.0,0,0,1,0
11216,4.0,1.0,0,0,4,0
10473,2.0,0.0,1,0,1,0
10025,5.0,0.0,0,0,5,0
10458,2.0,0.0,2,0,0,0
11232,1.0,0.0,1,0,0,0
